id,group,nimbus-elites,elegant-enigma-alliance,urban-lifestyle,budget,comfort,luxury
3f795b3d-375e-4b63-92f1-09fbe5d6a5cc,1,0,0,1,0,0,1
61577e50-8a59-4dd8-983d-433fcabaa063,4,0,1,0,0,0,1
f43b0c80-46ab-443e-9f5b-6ac94b703afd,5,0,0,1,0,0,1
c1e233c3-d3a2-4757-a128-fb88a0fe5a89,4,1,0,0,0,0,1
56e80a05-ddcd-4f5a-bb17-0b8855994d1f,5,0,1,0,0,0,1
f6b91dd1-539f-4afc-80df-d0a771f73d8e,4,0,1,0,1,0,0
8b6c3469-9495-4e0c-9203-0c087f05f76d,1,0,0,1,0,0,1
14f90560-30cb-403e-b0f3-804bbeb75b9a,3,0,0,1,0,1,0
555ff04d-d1ad-4f68-8e94-4beb396a5647,3,1,0,0,0,0,1
0c3d2521-3446-4df1-85a3-0beae395d879,3,0,0,1,1,0,0
e1e6e11e-6195-4361-b6de-7dd82139ff72,3,0,1,0,1,0,0
d47ec579-0d38-4c8b-830a-7178a890a2ed,4,1,0,0,1,0,0
188c96fd-f75a-45ec-b205-abce82fde396,4,0,0,1,1,0,0
1a2cf0e6-987f-498e-9834-8c83d3002d97,5,0,0,1,0,0,1
cd6069d1-d126-4b32-9a14-13f1aaf7ccad,4,1,0,0,0,0,1
115b87ee-7e07-4ddc-8faf-90ec9a735c58,3,0,0,1,1,0,0
18b7b0f4-d3ed-449a-aeb7-83aabd5fe664,3,1,0,0,0,0,1
0dab8799-8072-4d77-b7e3-5a450420daae,2,1,0,0,0,0,1
1f38b9c5-779c-4c78-ae31-1d03b741d9a4,3,1,0,0,1,0,0
ee26bed8-bceb-4401-82d1-45a06ace836f,3,0,0,1,0,0,1
f9bc4093-00c9-48f3-b212-2b2dbe9118b2,4,0,0,1,1,0,0
09dd54ab-af41-4e70-ab99-d623d9248aa3,1,0,0,1,1,0,0
f26cef7c-55a7-4852-a019-55481446d73a,3,1,0,0,0,0,1
e3abf8a5-817d-41fe-8856-f28e9d532ec0,5,0,1,0,0,0,1
051b2d75-7a7c-4619-874f-7c529844b721,5,0,0,1,1,0,0
50d41715-20e3-48d4-a99e-1a45bac04f70,5,0,0,1,0,0,1
07049e60-f602-43ea-97df-1c0496b59df8,4,0,1,0,1,0,0
b28fbceb-d3d7-4760-a196-c9b21ed23a57,2,1,0,0,0,0,1
42f7e2b3-6084-41ae-886e-eea309a2b986,3,0,0,1,0,0,1
41f90199-8b96-42ab-a75f-4fef4e8a5d8d,4,0,1,0,0,0,1
19e0942d-8296-4287-8524-c7157955f769,3,0,1,0,1,0,0
73e81f15-a631-45f6-b43c-4639274cee4c,2,1,0,0,0,0,1
e7143d84-0c0b-4fbb-8357-f2e634d99716,4,1,0,0,0,0,1
aaaca0e4-4841-43ce-8ecb-261c4981e5c2,4,1,0,0,1,0,0
c688fc5d-63df-44f9-908c-6ba2466dec53,4,1,0,0,0,0,1
e9617428-3adf-4a65-8cbb-34e9368336ae,4,0,0,1,1,0,0
56df73c9-a53e-4452-b8e2-5e1b3a4bc26b,3,0,1,0,1,0,0
686c45fb-a91e-4b6e-9446-d8935c8c5469,3,0,1,0,0,0,1
77170939-cc31-4301-af06-3f43cfd6624f,4,1,0,0,1,0,0
c5b75a0e-733f-4d78-8e96-ff3f2713d830,5,0,1,0,0,0,1
912dcee6-5722-4ee3-bbd6-dfde54fc05fe,5,0,0,1,1,0,0
8ebaf4e7-3a16-4369-9cef-70b24fa3b122,4,0,0,1,0,0,1
2282278e-e838-4443-8c55-855039873c41,5,1,0,0,0,0,1
4ad3a91b-eef6-4e11-bffb-7a005d90847b,2,0,0,1,1,0,0
3a78d7f9-3cb6-41d1-bdf9-96f4e7a12ca2,4,0,0,1,0,0,1
32731bf7-c243-40b3-82c1-a164df295ca3,2,1,0,0,1,0,0
e0731ef0-4d5e-4425-80ff-edb18f25b2b4,2,1,0,0,1,0,0
c5e11664-9dc2-4570-be62-09e39a1b4ae1,3,0,1,0,0,0,1
51e95228-97b2-4ae4-a17d-68a2d3da689e,2,1,0,0,0,0,1
86dd1705-15de-4b50-82a0-d2015ed3eb08,5,0,0,1,0,0,1
7cea51da-272e-4e1a-b751-c38504729892,4,0,0,1,0,1,0
fc174cdc-ddc0-4a65-936c-9b8ebd5e99a4,4,1,0,0,1,0,0
478962c7-f311-4a30-aebe-117511c18e6e,4,1,0,0,0,0,1
89faeb15-6724-4ee7-b10d-1471b3ebc1df,2,0,0,1,0,0,1
db0f7990-ff21-4201-8639-cb07a9afff88,4,0,1,0,0,0,1
a8183618-3eff-42bd-a425-1d32b4373811,5,0,1,0,1,0,0
9ade24f8-4ace-4199-8d36-49f0cac98c17,4,0,0,1,1,0,0
1c97ddd7-9c38-4e33-bfe2-b5fa42659fb5,5,0,1,0,1,0,0
13c62579-a7e9-4790-a4cd-ec36b7ceaeb7,5,0,0,1,0,1,0
bd34665a-350f-4d18-9bd9-e86c7f04abad,5,1,0,0,1,0,0
b07fcea0-b62c-4e2e-bba6-ba9594af31cd,4,0,0,1,0,1,0
a20cd4bc-ddf3-46fd-8646-1494750871b1,3,0,1,0,0,0,1
66220592-92c8-41e6-aa4d-92015491dc7d,4,0,0,1,0,0,1
0e495f28-3c70-4aae-88b4-571351b76973,3,1,0,0,1,0,0
06ca850c-2e46-47fe-8b8d-dc1b0652b3f2,4,0,1,0,0,0,1
af4fea78-e529-4426-aca9-9e98872caab1,5,0,0,1,1,0,0
c0676ba9-ebf8-4495-9e8c-8a3ea4db573b,4,0,1,0,0,0,1
e945567a-ac3e-4948-85d7-7f9bc44c8363,4,0,1,0,0,0,1
9a2f6477-f0e0-4de1-99b8-fccf5866c68d,4,0,1,0,0,0,1
6db0becf-9f91-4318-a2d1-3c43f2b45f8b,4,0,1,0,1,0,0
5b5a5cc8-7c94-48ac-992d-a83f9b3bf521,4,0,0,1,0,0,1
f5e052c5-26d4-4b22-a54e-14f1884b83fb,5,1,0,0,0,0,1
128d3d90-ff3d-4641-b8b2-693d39bedb0d,2,0,1,0,1,0,0
afb65ac9-3664-48f2-ab0f-58c3c298e370,3,1,0,0,0,0,1
c9b7b808-7ca3-48c6-8964-84cb8f1b3b2d,5,0,0,1,0,1,0
7b1c168e-b80a-46b3-b35e-ee0ce26a4d39,4,1,0,0,0,0,1
ff717676-19dc-4576-98a5-2c2a61ae716a,4,0,0,1,0,0,1
fb77c4b5-c05a-4fe3-98e6-9052b1a12ea9,4,1,0,0,1,0,0
b11be9ef-b7fb-4f7e-a6e7-699b7ca1a4ce,2,1,0,0,0,0,1
d477009a-a11a-4153-bd30-f4c6b2cd4835,2,0,1,0,1,0,0
b3e50530-2ed2-4909-b46b-8064977fffb3,4,0,1,0,0,0,1
256f2261-d2b0-4e99-93bb-f66e14168701,4,1,0,0,0,0,1
2548679d-6110-441d-8d24-10bac5eeaab3,5,0,0,1,0,1,0
431098b7-9196-4321-a514-aac3ed875cc6,2,1,0,0,1,0,0
e106c166-f7f7-43ce-a6bc-dece3dcf29b3,5,1,0,0,0,0,1
f726684d-239a-4a7e-94ed-2cd60d8c5eff,4,0,0,1,0,1,0
a1aff73f-3e59-4b39-bfe3-eec9a7b86259,4,0,0,1,0,0,1
584924f1-7d00-492b-890b-5a74c77c3f40,2,1,0,0,0,0,1
fa3da13c-63ad-4e94-b839-3e8a8d036837,5,0,1,0,1,0,0
446841aa-6af8-45b5-938a-57aaddac36ff,5,0,0,1,1,0,0
48abfa8b-88a1-4630-8505-f7eaf1155ee2,4,0,0,1,0,1,0
d6960ce5-6d52-4211-aa80-edb906cc2656,3,0,0,1,1,0,0
160970f9-31d4-4ef6-90b0-4671748d0c0a,4,1,0,0,1,0,0
e0b2fb34-1484-4bd5-ac76-687c81499a10,3,0,1,0,1,0,0
9d7062b7-1130-4083-94f6-68e3de68cf1e,4,0,1,0,0,0,1
0275747b-11c7-456f-bb44-63028cc1e241,4,1,0,0,0,0,1
72847b1b-4eb2-4ae4-a840-39e3b98ea3b6,1,0,1,0,1,0,0
989c37cd-f5de-495f-8520-070c075c497f,3,0,1,0,0,0,1
83ce90df-a9ca-4067-a046-0bf55a719cf7,4,0,0,1,0,0,1
93012bcd-a17d-4eb6-a811-c57fa8f733ef,5,0,0,1,0,1,0
3a42e5bc-cfba-48db-adf8-757443096918,3,0,0,1,0,0,1
c522fdc5-f14f-4f0d-9083-a818ef58e117,5,0,1,0,1,0,0
d637a5a9-4ef1-4275-873a-7370e89c9abc,5,0,1,0,0,0,1
7c6c7536-c6f7-4298-9dfa-0b7187adf867,5,0,0,1,0,0,1
c9505ff3-6c08-4157-9517-bb66a9946c92,5,0,0,1,0,0,1
ab136a0a-7b88-4056-b55f-e7bdbec1ee59,5,0,1,0,0,0,1
94c4beee-2247-4f09-b1b7-592698dc9cb9,3,1,0,0,1,0,0
cbeb6aee-ad0c-4607-944b-2156804a16b1,5,0,0,1,0,0,1
8b40e5e4-b9c0-4e8b-9f7c-a8e8cb7ebfca,5,0,0,1,0,1,0
cba7e4c6-64c4-4318-b904-12954020a28d,3,0,0,1,1,0,0
b2983f9a-ca66-4f82-9793-f26d6af05faf,5,0,0,1,0,0,1
bca4cde1-00eb-4fc2-a126-12b2fb6aee45,5,0,0,1,0,0,1
ac1bfa6b-03e4-4213-a3e1-f7a9e6559a39,4,0,0,1,0,1,0
1d08b747-de56-47e8-98bc-b51b0f4dbf48,1,0,1,0,1,0,0
271b65b4-1e53-463f-a16b-c2d2b8c04274,4,0,0,1,0,0,1
04e6cdac-966d-4332-bd2d-541bc7db087b,4,0,1,0,1,0,0
70632a63-a0b4-41d3-a337-29d33eda8ca4,3,0,1,0,0,0,1
075298af-0e08-4971-ac95-badd3ed99c18,4,0,1,0,1,0,0
951a9f1b-9e07-45f9-aa57-4c18b45bf3e3,3,0,1,0,0,0,1
5d653626-cf48-4188-8f13-8ec68fa3698a,5,0,0,1,0,1,0
1190ba7b-6899-48ac-aa11-d19841bdadf8,3,0,0,1,0,0,1
14880ad3-5c6b-456a-a9e0-9c0612cb73a9,5,0,1,0,0,0,1
cd8ccabf-f8ea-4457-88a1-928c5ad52fb8,4,0,1,0,1,0,0
1fd0d02d-57e4-4006-95cd-bc394ba1be57,4,0,1,0,1,0,0
6d79b7ce-8bd6-4213-acbe-02bf00d55e71,5,0,1,0,1,0,0
db96af1e-440a-4185-a0b8-b210c185e90c,5,0,1,0,0,0,1
9922d3d0-b585-409d-bab5-57941fae542b,5,0,0,1,0,0,1
5998a62f-55b7-4f89-87e3-781560784a61,1,0,0,1,0,0,1
458ea574-7396-4ef4-8b84-22a1913b172c,5,0,1,0,0,0,1
6922745c-02f2-483a-9ec0-14983dd8dda7,4,0,0,1,0,1,0
ca54190d-5f75-4193-8e74-78d4f48cee35,4,0,1,0,1,0,0
10f9f33d-c37b-44d1-b445-a644db822a38,5,0,0,1,0,1,0
63790287-3307-43e8-81b4-84914a220931,3,1,0,0,1,0,0
d0e4681f-fa92-4463-b16b-8283b4825077,4,0,1,0,0,0,1
d381b379-1153-4267-a4da-072b064d6408,3,0,0,1,0,0,1
e8079cfd-0976-40d6-b814-3afc1809f203,3,0,0,1,0,1,0
9e3652ff-7b73-41eb-b9d1-b593d8c1de37,3,1,0,0,1,0,0
7be083dd-1345-4d86-a8e7-082839ffad85,5,0,1,0,0,0,1
4a91beeb-9357-4187-b691-c131d8425a44,5,0,0,1,0,1,0
aff136f1-d357-47bc-8254-b09cf9c75289,4,1,0,0,0,0,1
6de8fefb-90a8-41e1-9fbc-19cbec8d2b8a,5,0,1,0,1,0,0
a7fde3ed-c0a5-46a1-819f-a1cb4f1256a5,4,0,0,1,0,0,1
e7c5afd7-59fe-4a8b-98ee-230dece980e9,5,0,0,1,0,0,1
9eb781cf-a700-4d2d-8cd6-1f63b9fd0d27,5,0,0,1,0,1,0
0e7368a7-ebb4-4ffc-957c-b6a8ed62cfb1,4,1,0,0,0,0,1
e17d39a5-5ec6-42d9-aeae-4be831997934,4,1,0,0,1,0,0
31ca05dd-5d3d-48fd-9af7-67afbb376f7e,4,0,0,1,0,0,1
4139e3cb-4357-493f-952d-f3a198d3d132,4,0,1,0,0,0,1
6ac1a0a1-cf81-4f33-89ec-55676fa867db,5,0,0,1,0,0,1
305e0f5f-bbc4-4b15-b04f-2f6b1df50e05,4,0,0,1,0,1,0
cb8491f7-80f9-48d3-be3d-e2c7814513f6,5,0,0,1,0,1,0
61577e50-8a59-4dd8-983d-433fcabaa063,4,0,1,0,0,0,1
56e80a05-ddcd-4f5a-bb17-0b8855994d1f,5,0,1,0,0,0,1
f6b91dd1-539f-4afc-80df-d0a771f73d8e,4,0,1,0,1,0,0
30941e8f-b9f6-4808-a704-9a84dbf066ca,4,0,1,0,0,0,1
36ecea5f-75ee-4d43-b497-6c6caca340d8,5,0,1,0,1,0,0
2738cae4-efb7-47b0-bee2-dd76045c5959,5,0,1,0,0,0,1
b960717a-956b-4699-8a73-b21e6f246066,5,0,1,0,0,0,1
e1e6e11e-6195-4361-b6de-7dd82139ff72,3,0,1,0,1,0,0
30d186ad-eddc-4045-8d53-57303074f80b,4,0,0,1,1,0,0
78bc06e9-892b-4829-8efa-247e392211c9,3,1,0,0,1,0,0
9818b979-f529-4b31-a4ca-fda5435757a7,3,0,1,0,1,0,0
074219fd-5607-4506-8cc0-58f82882f9d8,3,1,0,0,0,0,1
0dab8799-8072-4d77-b7e3-5a450420daae,4,1,0,0,0,0,1
8fcd4b2a-e81b-4e00-84bf-2a93426ee2b9,4,0,0,1,1,0,0
c334e900-ef36-4a31-bb05-42757738537f,3,0,1,0,0,0,1
1f38b9c5-779c-4c78-ae31-1d03b741d9a4,3,1,0,0,1,0,0
a55f6608-ab74-458d-b534-f20196dbe834,2,0,1,0,0,0,1
f9bc4093-00c9-48f3-b212-2b2dbe9118b2,2,0,0,1,1,0,0
07049e60-f602-43ea-97df-1c0496b59df8,2,0,1,0,1,0,0
3dbfddcd-5051-4e49-ab14-8df0b49e1cab,4,1,0,0,0,0,1
cf9b704c-c27c-4879-99b5-93aa64f507ed,5,1,0,0,1,0,0
34cb7627-d65e-4879-8a14-72bf306bd4ba,4,0,1,0,0,0,1
ec359ece-8511-4d07-9b2b-39ff609739b5,5,0,0,1,0,1,0
6f422c0a-4ee6-43e8-a677-f6a246b50512,5,0,1,0,0,0,1
3223f290-1603-42d4-908e-77d6c90cfc86,5,1,0,0,0,0,1
e7143d84-0c0b-4fbb-8357-f2e634d99716,5,0,1,0,0,0,1
bc57dbbe-596c-4f49-b5a1-5a4ad21291a6,5,0,1,0,0,0,1
8a25ab36-9e45-4eb4-9909-b73c483c9fb4,4,1,0,0,0,0,1
c688fc5d-63df-44f9-908c-6ba2466dec53,4,1,0,0,0,0,1
9ac21dad-2412-418a-9abd-c3a3decfd4cb,5,0,1,0,0,0,1
686c45fb-a91e-4b6e-9446-d8935c8c5469,1,0,0,1,0,1,0
23aa9f78-9883-4d2e-9c60-ea54cad6fb2a,5,1,0,0,1,0,0
be5b9939-8afb-4c3e-8216-5bdaf2905567,4,0,1,0,0,0,1
7f517aa2-1c55-436c-9de5-e6e6881513f9,4,0,0,1,0,1,0
c1109e1c-b59f-44f3-8a92-7390dfb17ee3,4,0,1,0,1,0,0
3a78d7f9-3cb6-41d1-bdf9-96f4e7a12ca2,5,0,0,1,0,0,1
32731bf7-c243-40b3-82c1-a164df295ca3,1,1,0,0,1,0,0
493b1ba9-536d-4b73-81ca-0af45440623c,5,1,0,0,0,0,1
51e95228-97b2-4ae4-a17d-68a2d3da689e,4,1,0,0,0,0,1
99e00eb8-395d-4184-8a32-903f33483cab,1,1,0,0,1,0,0
be45508b-a7a8-4e50-b284-dcf056193acf,5,0,1,0,0,0,1
8c130167-a3a3-4643-be48-4ac1b534876b,4,0,0,1,0,0,1
5e89bd57-1656-4467-b04c-e4eefec2dd8d,2,0,0,1,1,0,0
ee44847a-0d2e-4513-bff7-aeb2c404a9bf,3,1,0,0,1,0,0
a467f460-fe8c-41ab-8364-20b150739ce9,5,0,1,0,0,0,1
32662edd-4267-4abd-bdd9-30de837c3dfa,4,1,0,0,1,0,0
d35fc71e-b999-47d8-acc5-baa3a854a5b3,3,0,1,0,0,0,1
b10da08e-7f92-4b39-85b4-7d7b7168b0c0,5,0,0,1,0,1,0
89faeb15-6724-4ee7-b10d-1471b3ebc1df,3,0,1,0,0,0,1
db0f7990-ff21-4201-8639-cb07a9afff88,4,1,0,0,0,0,1
44255c23-be64-4840-b627-30d45474652e,5,1,0,0,0,0,1
fd2eb6b7-9070-455b-9b53-e0e1dcc34ef0,4,0,1,0,0,0,1
a8183618-3eff-42bd-a425-1d32b4373811,2,0,1,0,1,0,0
e2323694-6fd7-4e11-8733-9a2170b93eec,4,0,0,1,0,1,0
1c0945de-6a9d-4ff4-9a4e-87b5746d300f,4,0,1,0,1,0,0
0d1a06df-1b8f-4ff4-a5e2-73b9a2123845,5,0,1,0,0,0,1
cd15b211-698a-44b0-acbc-015d9c7a152d,2,0,0,1,0,0,1
9bd082d3-d941-401b-9a22-bf12793fd027,4,1,0,0,1,0,0
be06a170-5953-461f-ac7f-a1f3f89c3ddb,5,1,0,0,1,0,0
970739ac-932c-4a97-b485-f257770a4fa1,4,0,1,0,0,0,1
fefa80b1-9147-4b46-a17c-4391231cab95,3,1,0,0,1,0,0
eda986d6-d1bf-4d68-a142-adbd077d525c,4,1,0,0,1,0,0
f19d7192-e39f-4b95-b9c0-becd40d2904d,4,0,0,1,0,1,0
9cafe8aa-59a9-4de8-94ea-a2f72f83e29f,5,0,0,1,1,0,0
8a88e616-fa92-4e5a-b614-92cda6c59404,5,1,0,0,0,0,1
4d89b978-50fd-4f95-ac9c-ee77f9a3f6ce,4,0,0,1,1,0,0
d17414d0-1fcb-44c6-b522-2e5561eafa19,5,0,1,0,0,0,1
6f06e80c-7078-4b4c-939a-b5d120532b85,5,0,1,0,1,0,0
5f3b84c3-5f1f-451a-a053-0e31b90b22ed,4,0,0,1,1,0,0
f6875a81-54a7-49a5-91f0-085e52313d54,4,0,0,1,0,0,1
9a2f6477-f0e0-4de1-99b8-fccf5866c68d,5,0,1,0,0,0,1
2b262b44-9dd0-4180-9de1-6ba164a93497,5,0,0,1,1,0,0
128b3831-dd9a-4aeb-b5ab-4475d62f923a,5,0,0,1,0,1,0
5b5a5cc8-7c94-48ac-992d-a83f9b3bf521,4,0,1,0,0,0,1
67548ab2-dfc3-423d-984d-33eed6ef7c92,2,0,1,0,1,0,0
2aa4de6c-aae4-4bb4-a58a-2bb745a7f507,2,0,0,1,1,0,0
8fc31a25-8c09-4819-bdac-100a3d3238ac,5,1,0,0,1,0,0
cfd06da8-c413-4496-ba3d-72605885d6da,4,0,0,1,0,0,1
7d2ca0b5-8108-400a-b8b7-94e7d58b1e14,4,0,0,1,0,0,1
eb20014a-1b40-4433-ae1f-4b0169fa3128,5,0,1,0,0,0,1
7b1c168e-b80a-46b3-b35e-ee0ce26a4d39,4,1,0,0,0,0,1
309f40ab-95ab-455f-b8c7-10fa0069285c,3,1,0,0,0,0,1
fb77c4b5-c05a-4fe3-98e6-9052b1a12ea9,3,1,0,0,1,0,0
dd3cec50-520b-4364-9917-5266145c67c8,5,0,0,1,0,1,0
d79ce25e-f8a8-42ee-bab8-241cf18f1224,4,0,0,1,0,0,1
176a92e2-4615-4233-ab30-7ab08730d285,4,0,1,0,0,0,1
ebcb6519-66e7-490b-aade-94643607602a,4,0,0,1,1,0,0
ce17f0c7-6466-4b80-add6-c62324f62136,4,0,1,0,1,0,0
e66176dd-cbf0-415d-a143-7c6551432d4c,3,0,0,1,1,0,0
62f8cef2-7ab1-4d68-bf8e-9b9173ec83e1,5,0,0,1,0,1,0
6271756c-dbe4-4677-80e5-5f39c1e910d0,2,0,1,0,0,0,1
2548679d-6110-441d-8d24-10bac5eeaab3,5,0,0,1,0,1,0
431098b7-9196-4321-a514-aac3ed875cc6,4,1,0,0,1,0,0
e24615cd-362c-4491-9f12-dfb98bcb8223,5,0,0,1,0,0,1
d6960ce5-6d52-4211-aa80-edb906cc2656,4,0,0,1,1,0,0
1cf38631-1812-4685-87c9-11113547aef5,4,1,0,0,0,0,1
9d7062b7-1130-4083-94f6-68e3de68cf1e,5,0,1,0,0,0,1
dd093344-cc39-4b9e-bc6c-dc647a2535bd,5,1,0,0,1,0,0
03db233d-8259-45bc-b813-ff8f39a868e4,4,0,0,1,0,0,1
aea85058-ebc2-4355-875c-1c7934c7fa21,5,0,0,1,1,0,0
14e68f3c-0fe7-452e-ab9d-bf867eaba1a0,5,0,1,0,1,0,0
6ca4875c-6616-4bf3-9e53-341389f07ec1,2,1,0,0,1,0,0
72847b1b-4eb2-4ae4-a840-39e3b98ea3b6,5,1,0,0,1,0,0
f7126f5e-4175-4697-a17a-b0992242cb89,3,0,0,1,0,0,1
f145e5e2-1090-4add-922d-c803a009aa80,4,0,0,1,0,0,1
3ed0bb6b-bcab-4a29-b558-fc46679e0a44,5,0,0,1,0,1,0
28a0b264-5d8d-45d7-96e1-b0451304d263,4,0,1,0,1,0,0
8b93daf3-8e70-4932-a116-21f75769230e,1,1,0,0,1,0,0
dcdf6284-900b-451b-b795-8e35978e3485,4,0,0,1,0,1,0
66bf1379-b100-4113-9fe8-87feabceb86c,2,0,1,0,1,0,0
8da534ec-56d2-4c87-b157-8bc31ab529ab,4,0,0,1,0,1,0
e6278085-b2aa-45cb-8393-bb0af64179f0,4,0,0,1,0,1,0
af2fc1d3-52bc-4200-9d16-05c7d89183f5,1,1,0,0,0,0,1
d33292a6-da41-4c7d-a9be-fa3149e2026a,1,0,0,1,1,0,0
a54ffa68-f7b4-4a23-9e6c-a3c58f2fb92e,5,1,0,0,0,0,1
248ed980-cc9d-4cb7-b3bc-3cc0212b02c8,5,0,0,1,0,1,0
0ce97517-a749-47e4-a0df-d05ab91fdb70,2,1,0,0,1,0,0
d8f1e361-5a3f-4284-b9c6-a2e483791fd7,4,0,1,0,1,0,0
bca4cde1-00eb-4fc2-a126-12b2fb6aee45,4,0,0,1,0,0,1
f17fd27e-b58f-4365-bd42-4e9d89f3cf43,4,0,1,0,1,0,0
7f765516-4e3a-43fc-98fd-c82153547092,4,1,0,0,0,0,1
53f394d4-6cce-4505-9a33-06197d3dd5c0,4,0,1,0,0,0,1
3dfceaf2-68e6-46f3-880a-ef62b4c1cbb7,2,0,1,0,1,0,0
78efefc4-6e0b-40b8-8cf1-fee66c657c54,2,0,1,0,1,0,0
f5559f83-edee-4407-a612-333115e00bf3,5,0,0,1,0,1,0
db96af1e-440a-4185-a0b8-b210c185e90c,5,0,1,0,0,0,1
af3b8617-a29f-4f95-8cd1-031a0eac52b2,4,1,0,0,0,0,1
8db829e6-583d-4c5e-9bfe-a534aae4151e,4,1,0,0,0,0,1
5998a62f-55b7-4f89-87e3-781560784a61,2,0,0,1,0,0,1
e6cee672-ee57-4cee-baab-011dde3060ac,4,1,0,0,1,0,0
55c454dc-d178-4579-9c98-fe66ec5069c1,4,0,0,1,0,1,0
b2b6f754-a748-4f57-8a48-3cbd8a4b53e9,5,0,0,1,0,1,0
d381b379-1153-4267-a4da-072b064d6408,3,0,0,1,0,0,1
2ca8f5a4-477e-4ce1-a4af-f599c2246bdd,5,0,0,1,0,1,0
6f29caed-6cd1-4d3a-a617-16dcc4da90bf,5,0,1,0,1,0,0
d76afdb0-13da-47dd-b775-5a5c5c9aa972,5,1,0,0,0,0,1
d067f39d-ce60-49bf-92c5-7284c9357319,4,0,0,1,0,0,1
5e1b9b1c-6424-4c9b-b0f6-0f7b0699cc38,4,1,0,0,0,0,1
73947001-0741-44db-a8e9-4eeb8840bc6d,4,0,0,1,0,1,0
e5fc12c7-ce06-448c-853c-67b7000ff158,4,0,0,1,1,0,0
726f225a-ac09-4891-bcd8-a0ad97a3601d,4,0,1,0,1,0,0
0e7368a7-ebb4-4ffc-957c-b6a8ed62cfb1,5,1,0,0,0,0,1
34a910bf-2642-475f-96af-4911807bb4a5,2,0,0,1,1,0,0
95b4b456-1723-4d33-97c2-040f2bf067fc,1,1,0,0,0,0,1
0e27d3ae-3792-4f44-81d6-2838967e5e84,3,0,1,0,1,0,0
6f5c1a42-7335-43bd-b81a-c8bc31e837fe,1,0,1,0,0,0,1
31f41148-d872-49d1-a734-1416fa6af544,5,0,0,1,0,0,1
4139e3cb-4357-493f-952d-f3a198d3d132,4,1,0,0,0,0,1
3582d3e7-75fa-4c76-9643-0cf1845c07d5,3,1,0,0,1,0,0
820a9326-fb89-426d-a762-d9ca0da3c517,2,0,1,0,1,0,0
8985d164-40e7-4f71-bab6-b7f7b96819b1,3,0,1,0,1,0,0
1d60f847-935b-4758-96ba-79571e981fc9,5,0,0,1,0,0,1
6ac1a0a1-cf81-4f33-89ec-55676fa867db,4,1,0,0,0,0,1
4e99c807-b8b8-464c-9f94-791cd9ed6c93,5,0,1,0,0,0,1
6462280f-1c89-441d-b101-729944b81e7c,5,0,0,1,0,1,0
1b1248f8-c2fd-46f7-b4a7-f756831ceffd,4,0,0,1,0,0,1
8000988b-178c-406c-bf60-a2f641ef469f,5,0,0,1,0,1,0
27555f6b-7bfc-4fec-9f5f-9fbb664c488d,4,0,0,1,0,1,0
